Accession.ID	country	Pango.lineage
EPI_ISL_8656283	Denmark	BA.2
EPI_ISL_10065293	Denmark	BA.2
EPI_ISL_12015728	Germany	BA.2
EPI_ISL_11458999	Germany	BA.2
EPI_ISL_11650623	Germany	BA.2
EPI_ISL_12199364	Germany	BA.2
EPI_ISL_11880094	Denmark	BA.2
EPI_ISL_11389733	United Kingdom	BA.2
EPI_ISL_11752243	United Kingdom	BA.2
EPI_ISL_11269329	United Kingdom	BA.2
EPI_ISL_11208882	Denmark	BA.2
EPI_ISL_9365089	Denmark	BA.2
EPI_ISL_9498989	Denmark	BA.2
EPI_ISL_11607682	Germany	BA.2
EPI_ISL_10339396	United Kingdom	BA.2
EPI_ISL_11594883	Germany	BA.2
EPI_ISL_9650756	Denmark	BA.2
EPI_ISL_10318527	Denmark	BA.2
EPI_ISL_10064830	Denmark	BA.2
EPI_ISL_10633931	Denmark	BA.2
EPI_ISL_10050595	United Kingdom	BA.2
EPI_ISL_11376730	United Kingdom	BA.2
EPI_ISL_11958336	United Kingdom	BA.2
EPI_ISL_11227074	United Kingdom	BA.2
EPI_ISL_10864155	United Kingdom	BA.2
EPI_ISL_10751743	United Kingdom	BA.2
EPI_ISL_10915557	Germany	BA.2
EPI_ISL_11278891	Denmark	BA.2
EPI_ISL_12190555	Germany	BA.2
EPI_ISL_11650161	Denmark	BA.2
EPI_ISL_10318034	Denmark	BA.2
EPI_ISL_11006284	United Kingdom	BA.2
EPI_ISL_10983454	Denmark	BA.2
EPI_ISL_12165806	Denmark	BA.2
EPI_ISL_11914780	Denmark	BA.2
EPI_ISL_12163095	Denmark	BA.2
EPI_ISL_11519235	Denmark	BA.2
EPI_ISL_11880067	Denmark	BA.2
EPI_ISL_12138710	Denmark	BA.2
EPI_ISL_11987964	Denmark	BA.2
EPI_ISL_11831921	Denmark	BA.2
EPI_ISL_11989802	Denmark	BA.2
EPI_ISL_11914715	Denmark	BA.2
EPI_ISL_12138440	Denmark	BA.2
EPI_ISL_11781305	Denmark	BA.2
EPI_ISL_11877758	Denmark	BA.2
EPI_ISL_11781028	Denmark	BA.2
EPI_ISL_12161104	Denmark	BA.2
EPI_ISL_12166073	Denmark	BA.2
EPI_ISL_12023367	France	BA.2
EPI_ISL_9511728	Sweden	BA.2
EPI_ISL_11075916	Norway	BA.2
EPI_ISL_11318389	Denmark	BA.2
EPI_ISL_11380452	Denmark	BA.2
EPI_ISL_9454852	Denmark	BA.2
EPI_ISL_11782176	Denmark	BA.2
EPI_ISL_11519969	Denmark	BA.2
EPI_ISL_10587038	Denmark	BA.2
EPI_ISL_11347463	Denmark	BA.2
EPI_ISL_10586413	Denmark	BA.2
EPI_ISL_10929934	Sweden	BA.2
EPI_ISL_10982249	Denmark	BA.2
EPI_ISL_11210021	Denmark	BA.2
EPI_ISL_11213517	Sweden	BA.2
EPI_ISL_12099108	Belgium	BA.2.13
EPI_ISL_11992858	Belgium	BA.2.13
EPI_ISL_11947699	Belgium	BA.2.13
EPI_ISL_11994802	Belgium	BA.2.13
EPI_ISL_12181901	USA	BA.2
EPI_ISL_11288024	Belgium	BA.2.13
EPI_ISL_11288031	Belgium	BA.2.13
EPI_ISL_11583418	Belgium	BA.2.13
EPI_ISL_11838669	Belgium	BA.2.13
EPI_ISL_11614553	Belgium	BA.2.13
EPI_ISL_11811969	Belgium	BA.2.13
EPI_ISL_11523413	Belgium	BA.2.13
EPI_ISL_11838671	Belgium	BA.2.13
EPI_ISL_12024581	Germany	BA.2.13
EPI_ISL_11965481	Germany	BA.2.13
EPI_ISL_12014121	Germany	BA.2.13
EPI_ISL_12099163	Belgium	BA.2.13
EPI_ISL_12018327	Germany	BA.2.13
EPI_ISL_11965106	Germany	BA.2.13
EPI_ISL_12186991	Germany	BA.2.13
EPI_ISL_11166658	Belgium	BA.2.13
EPI_ISL_11994843	Belgium	BA.2.13
EPI_ISL_11994832	Belgium	BA.2.13
EPI_ISL_12194094	Germany	BA.2.13
EPI_ISL_11992518	Netherlands	BA.2.13
EPI_ISL_11951887	France	BA.2.13
EPI_ISL_12046327	Belgium	BA.2.13
EPI_ISL_11838707	Belgium	BA.2.13
EPI_ISL_11866425	Belgium	BA.2.13
EPI_ISL_11866413	Belgium	BA.2.13
EPI_ISL_11635173	Belgium	BA.2.13
EPI_ISL_12006089	Belgium	BA.2.13
EPI_ISL_12046222	Belgium	BA.2.13
EPI_ISL_11287997	Belgium	BA.2.13
EPI_ISL_11523700	Belgium	BA.2.13
EPI_ISL_12046210	Belgium	BA.2.13
EPI_ISL_11868927	France	BA.2
EPI_ISL_11949321	Belgium	BA.2.13
EPI_ISL_11568960	Belgium	BA.2.13
EPI_ISL_10502365	Belgium	BA.2.13
EPI_ISL_11947759	Belgium	BA.2.13
EPI_ISL_11887989	Belgium	BA.2.13
EPI_ISL_11811970	Belgium	BA.2.13
EPI_ISL_11913487	Denmark	BA.2.13
EPI_ISL_11827329	Lithuania	BA.2.13
EPI_ISL_11569047	Belgium	BA.2.13
EPI_ISL_11119071	Netherlands	BA.2.13
EPI_ISL_11166725	Belgium	BA.2.13
EPI_ISL_11992905	Belgium	BA.2.13
EPI_ISL_11288026	Belgium	BA.2.13
EPI_ISL_11961940	Germany	BA.2.13
EPI_ISL_11569032	Belgium	BA.2.13
EPI_ISL_12019216	Germany	BA.2.13
EPI_ISL_11819922	Germany	BA.2.13
EPI_ISL_12196571	Germany	BA.2.13
EPI_ISL_12154501	Netherlands	BA.2.13
EPI_ISL_11949337	Belgium	BA.2.13
EPI_ISL_10199904	Belgium	BA.2.13
EPI_ISL_12046758	USA	BA.2.13
EPI_ISL_12166895	USA	BA.2.13
EPI_ISL_12133783	USA	BA.2.13
EPI_ISL_12118137	USA	BA.2.13
EPI_ISL_12100726	USA	BA.2.13
EPI_ISL_11933522	USA	BA.2.13
EPI_ISL_11934301	USA	BA.2.13
EPI_ISL_11862935	USA	BA.2
EPI_ISL_11836593	United Kingdom	BA.2.13
EPI_ISL_12082163	Netherlands	BA.2
EPI_ISL_11660420	Netherlands	BA.2
EPI_ISL_12081798	Netherlands	BA.2.13
EPI_ISL_12164894	Denmark	BA.2.13
EPI_ISL_12159646	Denmark	BA.2
EPI_ISL_12154637	Netherlands	BA.2.13
EPI_ISL_12154706	Netherlands	BA.2.13
EPI_ISL_12154748	Netherlands	BA.2.13
EPI_ISL_12160319	Denmark	BA.2
EPI_ISL_12154467	Netherlands	BA.2.13
EPI_ISL_12193689	Germany	BA.2
EPI_ISL_12051243	France	BA.2
EPI_ISL_12083329	France	BA.2
EPI_ISL_11664912	Germany	BA.2
EPI_ISL_11617456	Germany	BA.2
EPI_ISL_12014726	Germany	BA.2
EPI_ISL_12192138	Germany	BA.2
EPI_ISL_11611847	Germany	BA.2
EPI_ISL_11469689	Germany	BA.2
EPI_ISL_11617896	Germany	BA.2
EPI_ISL_10299461	Germany	BA.2
EPI_ISL_11617830	Germany	BA.2
EPI_ISL_11470321	Germany	BA.2
EPI_ISL_11833278	Denmark	BA.2
EPI_ISL_11461398	Germany	BA.2
EPI_ISL_11617869	Germany	BA.2
EPI_ISL_10922410	Germany	BA.2
EPI_ISL_11610776	Germany	BA.2
EPI_ISL_10291625	Germany	BA.2
EPI_ISL_11611240	Germany	BA.2
EPI_ISL_10914458	Germany	BA.2
EPI_ISL_10941994	Belgium	BA.2
EPI_ISL_11633461	France	BA.2
EPI_ISL_12043347	Belgium	BA.2
EPI_ISL_11528014	Switzerland	BA.2
EPI_ISL_12187021	Germany	BA.2
EPI_ISL_12194751	Germany	BA.2
EPI_ISL_12194694	Germany	BA.2
EPI_ISL_12189866	Germany	BA.2
EPI_ISL_12189515	Germany	BA.2
EPI_ISL_12187052	Germany	BA.2
EPI_ISL_12027780	Germany	BA.2
EPI_ISL_12154751	Netherlands	BA.2
EPI_ISL_11668693	Germany	BA.2
EPI_ISL_12107402	Spain	BA.2
EPI_ISL_11666130	Germany	BA.2
EPI_ISL_11610873	Germany	BA.2
EPI_ISL_11649873	Germany	BA.2
EPI_ISL_11798175	Switzerland	BA.2
EPI_ISL_11843304	USA	BA.2
EPI_ISL_11277155	France	BA.2
EPI_ISL_11475266	Germany	BA.2
EPI_ISL_12006028	Belgium	BA.2
EPI_ISL_11475313	Germany	BA.2
EPI_ISL_11594312	United Kingdom	BA.2
EPI_ISL_11957599	United Kingdom	BA.2
EPI_ISL_12104536	United Kingdom	BA.2
EPI_ISL_11527890	Switzerland	BA.2
EPI_ISL_11890285	Switzerland	BA.2
EPI_ISL_12133870	France	BA.2
EPI_ISL_11509897	France	BA.2
EPI_ISL_11552616	Denmark	BA.2
EPI_ISL_10311946	Switzerland	BA.2
EPI_ISL_11509865	France	BA.2
EPI_ISL_12177656	France	BA.2
EPI_ISL_11633354	France	BA.2
EPI_ISL_11894878	France	BA.2
EPI_ISL_11824644	France	BA.2
EPI_ISL_12026582	Germany	BA.2
EPI_ISL_12199305	Germany	BA.2
EPI_ISL_10773916	Germany	BA.2
EPI_ISL_11668030	Germany	BA.2
EPI_ISL_12199432	Germany	BA.2
EPI_ISL_12195949	Germany	BA.2
EPI_ISL_11640155	Germany	BA.2
EPI_ISL_12023373	Germany	BA.2
EPI_ISL_11649675	Germany	BA.2
EPI_ISL_12186332	Germany	BA.2
EPI_ISL_11481209	Germany	BA.2
EPI_ISL_12193500	Germany	BA.2
EPI_ISL_11677147	Germany	BA.2
EPI_ISL_11468751	Germany	BA.2
EPI_ISL_12159017	United Kingdom	BA.2
EPI_ISL_11380651	Denmark	BA.2
EPI_ISL_11512818	United Kingdom	BA.2
EPI_ISL_10094565	Denmark	BA.2
EPI_ISL_10319370	Denmark	BA.2
EPI_ISL_10677373	Denmark	BA.2
EPI_ISL_10984092	Denmark	BA.2
EPI_ISL_11785599	Denmark	BA.2
EPI_ISL_12157800	France	BA.2
EPI_ISL_10094509	Denmark	BA.2
EPI_ISL_9859370	Denmark	BA.2
EPI_ISL_10216068	Denmark	BA.2
EPI_ISL_12139851	Canary Islands	BA.2
EPI_ISL_10010651	Germany	BA.2
EPI_ISL_10904264	Germany	BA.2
EPI_ISL_9855724	Denmark	BA.2
EPI_ISL_11159226	Denmark	BA.2
EPI_ISL_10982123	Denmark	BA.2
EPI_ISL_11648296	Germany	BA.2
EPI_ISL_12160148	Denmark	BA.2
EPI_ISL_11892356	France	BA.2
EPI_ISL_11950370	Italy	BA.2
EPI_ISL_12016155	Germany	BA.2
EPI_ISL_11860085	Israel	BA.2
EPI_ISL_11468530	Germany	BA.2
EPI_ISL_11821128	Germany	BA.2
EPI_ISL_11486649	Germany	BA.2
EPI_ISL_10017835	Germany	BA.2
EPI_ISL_10307187	Germany	BA.2
EPI_ISL_11998580	Italy	BA.2
EPI_ISL_12193719	Germany	BA.2
EPI_ISL_12193756	Germany	BA.2
EPI_ISL_12027447	Germany	BA.2
EPI_ISL_11858221	Sweden	BA.2
EPI_ISL_12132313	France	BA.2
EPI_ISL_10021982	Sweden	BA.2
EPI_ISL_11317834	France	BA.2
EPI_ISL_12193683	Germany	BA.2
EPI_ISL_11635406	Germany	BA.2
EPI_ISL_10916388	Germany	BA.2
EPI_ISL_10905079	Germany	BA.2
EPI_ISL_12027440	Germany	BA.2
EPI_ISL_11616149	Germany	BA.2
EPI_ISL_8457866	Denmark	BA.2
EPI_ISL_10732095	Denmark	BA.2
EPI_ISL_10014898	Denmark	BA.2
EPI_ISL_12139014	Denmark	BA.2
EPI_ISL_9063770	Denmark	BA.2
EPI_ISL_12193134	Germany	BA.2
EPI_ISL_10311772	India	BA.2
EPI_ISL_10311805	India	BA.2
EPI_ISL_10311736	India	BA.2
EPI_ISL_11476648	Germany	BA.2
EPI_ISL_11154319	Romania	BA.2
EPI_ISL_10682147	Sweden	BA.2
EPI_ISL_9967363	Romania	BA.2
EPI_ISL_10022005	Sweden	BA.2
EPI_ISL_11929355	Italy	BA.2
EPI_ISL_10861201	Denmark	BA.2
EPI_ISL_11858146	Sweden	BA.2
EPI_ISL_11271357	Brazil	BA.2
EPI_ISL_9068905	Denmark	BA.2
EPI_ISL_10731495	Denmark	BA.2
EPI_ISL_9237820	Denmark	BA.2
EPI_ISL_10207068	Denmark	BA.2
EPI_ISL_11913532	Denmark	BA.2
EPI_ISL_10731456	Denmark	BA.2
EPI_ISL_11780788	Denmark	BA.2.9
EPI_ISL_10972546	United Kingdom	BA.2.9
EPI_ISL_11277089	France	BA.2.9
EPI_ISL_10920355	Germany	BA.2.9
EPI_ISL_12013624	Germany	BA.2.9
EPI_ISL_11617495	Germany	BA.2
EPI_ISL_9451972	Denmark	BA.2.9
EPI_ISL_10634649	Denmark	BA.2
EPI_ISL_10010684	Germany	BA.2
EPI_ISL_11817441	Germany	BA.2
EPI_ISL_11857849	Sweden	BA.2
EPI_ISL_12013911	Germany	BA.2
EPI_ISL_10069038	Slovakia	BA.2
EPI_ISL_11588841	Germany	BA.2
EPI_ISL_11818865	Germany	BA.2
EPI_ISL_11654878	Germany	BA.2
EPI_ISL_11817348	Germany	BA.2
EPI_ISL_12189617	Germany	BA.2
EPI_ISL_11817379	Germany	BA.2
EPI_ISL_12193672	Germany	BA.2
EPI_ISL_11817433	Germany	BA.2
EPI_ISL_12191283	Germany	BA.2
EPI_ISL_11818342	Germany	BA.2
EPI_ISL_11453754	Germany	BA.2
EPI_ISL_9123469	Denmark	BA.2
EPI_ISL_11283647	Denmark	BA.2
EPI_ISL_10066608	Denmark	BA.2
EPI_ISL_8701601	Denmark	BA.2
EPI_ISL_8581339	Denmark	BA.2
EPI_ISL_9168918	Denmark	BA.2
EPI_ISL_10204280	Denmark	BA.2
EPI_ISL_10217999	Denmark	BA.2
EPI_ISL_10508691	Denmark	BA.2
EPI_ISL_9069603	Denmark	BA.2
EPI_ISL_11915221	Denmark	BA.2
EPI_ISL_10205428	Denmark	BA.2
EPI_ISL_10201863	Denmark	BA.2
EPI_ISL_9567983	Denmark	BA.2
EPI_ISL_9783018	Denmark	BA.2
EPI_ISL_9120503	Denmark	BA.2
EPI_ISL_10253169	Denmark	BA.2
EPI_ISL_9010001	Denmark	BA.2
EPI_ISL_10260974	Denmark	BA.2
EPI_ISL_10677686	Denmark	BA.2
EPI_ISL_9655802	Denmark	BA.2
EPI_ISL_11873062	Denmark	BA.2
EPI_ISL_11644472	Denmark	BA.2
EPI_ISL_10062363	Denmark	BA.2
EPI_ISL_9904673	Denmark	BA.2
EPI_ISL_8345258	Denmark	BA.2
EPI_ISL_10095590	Denmark	BA.2
EPI_ISL_9009549	Denmark	BA.2
EPI_ISL_10061492	Denmark	BA.2
EPI_ISL_10353480	Denmark	BA.2
EPI_ISL_10678538	Denmark	BA.2
EPI_ISL_11442366	Denmark	BA.2
EPI_ISL_10732927	Denmark	BA.2
EPI_ISL_10204012	Denmark	BA.2
EPI_ISL_9746459	Denmark	BA.2
EPI_ISL_9068789	Denmark	BA.2
EPI_ISL_10809673	Denmark	BA.2
EPI_ISL_10260516	Denmark	BA.2
EPI_ISL_10319496	Denmark	BA.2
EPI_ISL_8529955	Denmark	BA.2
EPI_ISL_8611275	Denmark	BA.2
EPI_ISL_9655235	Denmark	BA.2
EPI_ISL_9970478	Denmark	BA.2
EPI_ISL_10353781	Denmark	BA.2
EPI_ISL_10206974	Denmark	BA.2
EPI_ISL_10892956	Denmark	BA.2
EPI_ISL_10062685	Denmark	BA.2
EPI_ISL_10061681	Denmark	BA.2
EPI_ISL_9006241	Denmark	BA.2
EPI_ISL_10217904	Denmark	BA.2
EPI_ISL_11029108	Denmark	BA.2
EPI_ISL_10318014	Denmark	BA.2
EPI_ISL_10067386	Denmark	BA.2
EPI_ISL_11347819	Denmark	BA.2
EPI_ISL_11346881	Denmark	BA.2
EPI_ISL_9970465	Denmark	BA.2
EPI_ISL_9650708	Denmark	BA.2
EPI_ISL_10317996	Denmark	BA.2
EPI_ISL_11650142	Denmark	BA.2
EPI_ISL_10210763	Denmark	BA.2
EPI_ISL_9745133	Denmark	BA.2
EPI_ISL_10216195	Denmark	BA.2
EPI_ISL_9066595	Denmark	BA.2
EPI_ISL_10216515	Denmark	BA.2
EPI_ISL_10861521	Denmark	BA.2
EPI_ISL_11442462	Denmark	BA.2
EPI_ISL_11723201	Denmark	BA.2
EPI_ISL_9167635	Denmark	BA.2
EPI_ISL_10634714	Denmark	BA.2
EPI_ISL_10096744	Denmark	BA.2
EPI_ISL_10733415	Denmark	BA.2
EPI_ISL_12163436	Denmark	BA.2
EPI_ISL_9120490	Denmark	BA.2
EPI_ISL_11442306	Denmark	BA.2
EPI_ISL_11880051	Denmark	BA.2
EPI_ISL_10679106	Denmark	BA.2
EPI_ISL_10209864	Denmark	BA.2
EPI_ISL_10216801	Denmark	BA.2
EPI_ISL_10677875	Denmark	BA.2
EPI_ISL_12159822	Denmark	BA.2
EPI_ISL_9744090	Denmark	BA.2
EPI_ISL_10942548	Denmark	BA.2
EPI_ISL_10059946	Denmark	BA.2
EPI_ISL_10200954	Denmark	BA.2
EPI_ISL_11286793	Denmark	BA.2
EPI_ISL_12158085	Denmark	BA.2
EPI_ISL_9165577	Denmark	BA.2
EPI_ISL_12160745	Denmark	BA.2
EPI_ISL_11208259	Denmark	BA.2
EPI_ISL_11913045	Denmark	BA.2
EPI_ISL_10319665	Denmark	BA.2
EPI_ISL_10782329	Sweden	BA.2
EPI_ISL_11610767	Germany	BA.2
EPI_ISL_9904022	Denmark	BA.2
EPI_ISL_8653696	Denmark	BA.2
EPI_ISL_10208976	Denmark	BA.2
EPI_ISL_9495117	Denmark	BA.2
EPI_ISL_8804679	Denmark	BA.2
EPI_ISL_10152262	Sweden	BA.2
EPI_ISL_10926193	Switzerland	BA.2
EPI_ISL_12190552	Germany	BA.2
EPI_ISL_10806126	Denmark	BA.2
EPI_ISL_11281252	Denmark	BA.2
EPI_ISL_11028007	Denmark	BA.2
EPI_ISL_11208478	Denmark	BA.2
EPI_ISL_11347566	Denmark	BA.2
EPI_ISL_10350607	Denmark	BA.2
EPI_ISL_10399237	Denmark	BA.2
EPI_ISL_11812578	United Kingdom	BA.2
EPI_ISL_9970549	Denmark	BA.2
EPI_ISL_10093405	Denmark	BA.2
EPI_ISL_9654510	Denmark	BA.2
EPI_ISL_11285555	Denmark	BA.2
EPI_ISL_11346001	Denmark	BA.2
EPI_ISL_10891375	Denmark	BA.2
EPI_ISL_10891856	Denmark	BA.2
EPI_ISL_11650364	Denmark	BA.2
EPI_ISL_11066552	Denmark	BA.2
EPI_ISL_12162846	Denmark	BA.2
EPI_ISL_10677505	Denmark	BA.2
EPI_ISL_11379973	Denmark	BA.2
EPI_ISL_10217736	Denmark	BA.2
EPI_ISL_11914577	Denmark	BA.2
EPI_ISL_11584897	Denmark	BA.2
EPI_ISL_10216368	Denmark	BA.2
EPI_ISL_11988698	Denmark	BA.2
EPI_ISL_11832692	Denmark	BA.2
EPI_ISL_11443199	Denmark	BA.2
EPI_ISL_11723433	Denmark	BA.2
EPI_ISL_9655272	Denmark	BA.2
EPI_ISL_11317147	Denmark	BA.2
EPI_ISL_12165029	Denmark	BA.2
EPI_ISL_9453981	Denmark	BA.2
EPI_ISL_11991350	Denmark	BA.2
EPI_ISL_12162110	Denmark	BA.2
EPI_ISL_9652724	Denmark	BA.2
EPI_ISL_8582765	Denmark	BA.2
EPI_ISL_11117427	Denmark	BA.2
EPI_ISL_10904217	Germany	BA.2
EPI_ISL_11459985	Germany	BA.2
EPI_ISL_11823477	Germany	BA.2
EPI_ISL_11963881	Germany	BA.2
EPI_ISL_12157422	Martinique	BA.2
EPI_ISL_9123169	Denmark	BA.2
EPI_ISL_11813522	United Kingdom	BA.2
EPI_ISL_11656499	Germany	BA.2
EPI_ISL_10024597	Germany	BA.2
EPI_ISL_10892645	Denmark	BA.2
EPI_ISL_11987523	Denmark	BA.2
EPI_ISL_11987232	Denmark	BA.2
EPI_ISL_11113841	Denmark	BA.2
EPI_ISL_11914808	Denmark	BA.2
EPI_ISL_11062353	United Kingdom	BA.2
EPI_ISL_12012047	Slovenia	BA.2
EPI_ISL_11873659	Slovenia	BA.2
EPI_ISL_11587956	Slovenia	BA.2
EPI_ISL_11384400	Belgium	BA.2
EPI_ISL_11613138	Slovenia	BA.2
EPI_ISL_11880970	Slovakia	BA.2
EPI_ISL_11595168	Slovenia	BA.2
EPI_ISL_10968046	France	BA.2
EPI_ISL_11588542	Slovenia	BA.2
EPI_ISL_11885307	United Kingdom	BA.2
EPI_ISL_11959397	United Kingdom	BA.2
EPI_ISL_12043449	United Kingdom	BA.2
EPI_ISL_11470573	United Kingdom	BA.2
EPI_ISL_10888704	United Kingdom	BA.2
EPI_ISL_11916330	France	BA.2
EPI_ISL_12102834	United Kingdom	BA.2
EPI_ISL_11958105	United Kingdom	BA.2
EPI_ISL_12044298	United Kingdom	BA.2
EPI_ISL_12103943	United Kingdom	BA.2
EPI_ISL_10098229	France	BA.2
EPI_ISL_11607138	United Kingdom	BA.2
EPI_ISL_10772486	United Kingdom	BA.2
EPI_ISL_11321072	United Kingdom	BA.2
EPI_ISL_10930481	United Kingdom	BA.2
EPI_ISL_11006977	United Kingdom	BA.2
EPI_ISL_12201586	Germany	BA.2
EPI_ISL_11063038	United Kingdom	BA.2
EPI_ISL_11226940	United Kingdom	BA.2
EPI_ISL_11920208	France	BA.2
EPI_ISL_11747539	United Kingdom	BA.2
EPI_ISL_11225252	United Kingdom	BA.2
EPI_ISL_11746320	United Kingdom	BA.2
EPI_ISL_12198099	Germany	BA.2
EPI_ISL_11746784	United Kingdom	BA.2
EPI_ISL_11661927	Germany	BA.2
EPI_ISL_11661786	Germany	BA.2
EPI_ISL_11822202	Germany	BA.2
EPI_ISL_11468844	Germany	BA.2
EPI_ISL_12198059	Germany	BA.2
EPI_ISL_11822241	Germany	BA.2
EPI_ISL_11354614	Czech Republic	BA.2
EPI_ISL_11920359	France	BA.2
EPI_ISL_11824237	France	BA.2
EPI_ISL_11744135	United Kingdom	BA.2
EPI_ISL_10593935	Sweden	BA.2
EPI_ISL_10063950	Denmark	BA.2
EPI_ISL_10860357	Denmark	BA.2
EPI_ISL_11208969	Denmark	BA.2
EPI_ISL_12166356	France	BA.2
EPI_ISL_11720674	Denmark	BA.2
EPI_ISL_9692196	Denmark	BA.2
EPI_ISL_12163410	Denmark	BA.2
EPI_ISL_11211201	Denmark	BA.2
EPI_ISL_10349552	Denmark	BA.2
EPI_ISL_10940523	Norway	BA.2
EPI_ISL_10862059	Norway	BA.2
EPI_ISL_11722981	Denmark	BA.2
EPI_ISL_10305812	Germany	BA.2
EPI_ISL_11986650	Denmark	BA.2
EPI_ISL_11788552	Denmark	BA.2
EPI_ISL_11026203	Denmark	BA.2
EPI_ISL_10743280	United Kingdom	BA.2
EPI_ISL_11344814	United Kingdom	BA.2
EPI_ISL_10988611	United Kingdom	BA.2
EPI_ISL_11083573	United Kingdom	BA.2
EPI_ISL_8618801	United Kingdom	BA.2
EPI_ISL_11688830	United Kingdom	BA.2
EPI_ISL_11224228	United Kingdom	BA.2
EPI_ISL_10884312	United Kingdom	BA.2
EPI_ISL_11822088	Germany	BA.2
EPI_ISL_11878608	Denmark	BA.2
EPI_ISL_10883055	United Kingdom	BA.2
EPI_ISL_11279137	Denmark	BA.2
EPI_ISL_10810614	Denmark	BA.2
EPI_ISL_10217703	Denmark	BA.2
EPI_ISL_10913155	Germany	BA.2
EPI_ISL_10814469	Denmark	BA.2
EPI_ISL_11346111	Denmark	BA.2
EPI_ISL_9741790	Denmark	BA.2
EPI_ISL_10811137	Denmark	BA.2
EPI_ISL_10294125	Germany	BA.2
EPI_ISL_11278333	Denmark	BA.2
EPI_ISL_11873237	Denmark	BA.2.14
EPI_ISL_12023105	Denmark	BA.2.14
EPI_ISL_11781141	Denmark	BA.2.14
EPI_ISL_11901545	Belgium	BA.2
EPI_ISL_10682206	Sweden	BA.2
EPI_ISL_12194077	Germany	BA.2
EPI_ISL_12194033	Germany	BA.2
EPI_ISL_12199521	Germany	BA.2
EPI_ISL_9270527	Denmark	BA.2
EPI_ISL_11668109	Germany	BA.2
EPI_ISL_10015309	Denmark	BA.2
EPI_ISL_10094630	Denmark	BA.2
EPI_ISL_9673518	Poland	BA.2
EPI_ISL_12158169	Denmark	BA.2
EPI_ISL_11552186	Denmark	BA.2
EPI_ISL_11783823	Denmark	BA.2
EPI_ISL_10093865	Denmark	BA.2
EPI_ISL_9655172	Denmark	BA.2
EPI_ISL_9162978	Denmark	BA.2
EPI_ISL_11316814	Denmark	BA.2
EPI_ISL_11877261	Denmark	BA.2
EPI_ISL_10353466	Denmark	BA.2
EPI_ISL_10678389	Denmark	BA.2
EPI_ISL_10939766	Norway	BA.2
EPI_ISL_12179092	Norway	BA.2
EPI_ISL_11549126	United Kingdom	BA.2
EPI_ISL_11418108	United Kingdom	BA.2
EPI_ISL_10932354	United Kingdom	BA.2
EPI_ISL_11387683	United Kingdom	BA.2
EPI_ISL_10796928	United Kingdom	BA.2
EPI_ISL_12033812	Canada	BA.2
EPI_ISL_12099866	USA	BA.2
EPI_ISL_11646166	Denmark	BA.2
EPI_ISL_10810448	Denmark	BA.2
EPI_ISL_12023932	Denmark	BA.2
EPI_ISL_11564081	Croatia	BA.2
EPI_ISL_10902972	Germany	BA.2
EPI_ISL_9991319	Italy	BA.2
EPI_ISL_11648687	Denmark	BA.2
EPI_ISL_11912978	Denmark	BA.2
EPI_ISL_11025734	Denmark	BA.2
EPI_ISL_11469599	Germany	BA.2
EPI_ISL_10319770	Denmark	BA.2
EPI_ISL_10891942	Denmark	BA.2.9
EPI_ISL_9128406	Denmark	BA.2.9
EPI_ISL_9970518	Denmark	BA.2.9
EPI_ISL_10401306	Denmark	BA.2.9
EPI_ISL_11209069	Denmark	BA.2.9
EPI_ISL_10209538	Denmark	BA.2
EPI_ISL_10203614	Denmark	BA.2
EPI_ISL_11649689	Denmark	BA.2
EPI_ISL_10216250	Denmark	BA.2
EPI_ISL_9970303	Denmark	BA.2
EPI_ISL_9505381	Denmark	BA.2
EPI_ISL_11781968	Denmark	BA.2
EPI_ISL_9268862	Denmark	BA.2
EPI_ISL_11213713	Sweden	BA.2
EPI_ISL_11453839	Germany	BA.2
EPI_ISL_12069198	Lithuania	BA.2
EPI_ISL_9743386	Denmark	BA.2
EPI_ISL_11554363	Denmark	BA.2
EPI_ISL_11210524	Denmark	BA.2
EPI_ISL_11782665	Denmark	BA.2
EPI_ISL_11649740	Germany	BA.2
EPI_ISL_11442583	Denmark	BA.2
EPI_ISL_11158747	Denmark	BA.2
EPI_ISL_10732033	Denmark	BA.2
EPI_ISL_12133054	France	BA.2
EPI_ISL_12194087	Germany	BA.2
EPI_ISL_11550216	Denmark	BA.2
EPI_ISL_11026613	Denmark	BA.2
EPI_ISL_10810457	Denmark	BA.2
EPI_ISL_11913503	Denmark	BA.2
EPI_ISL_11318289	Denmark	BA.2
EPI_ISL_11891980	France	BA.2
EPI_ISL_11283320	France	BA.2
EPI_ISL_10926195	Switzerland	BA.2
EPI_ISL_12040774	Italy	BA.2
EPI_ISL_10769731	France	BA.2
EPI_ISL_11726241	United Kingdom	BA.2
EPI_ISL_11744377	United Kingdom	BA.2
EPI_ISL_9066741	Denmark	BA.2
EPI_ISL_10400759	Denmark	BA.2
EPI_ISL_9653681	Denmark	BA.2
EPI_ISL_9971962	Denmark	BA.2
EPI_ISL_10217951	Denmark	BA.2
EPI_ISL_9411075	Denmark	BA.2
EPI_ISL_9168208	Denmark	BA.2
EPI_ISL_9071021	Denmark	BA.2
EPI_ISL_11702625	United Kingdom	BA.2
EPI_ISL_11289339	Denmark	BA.2
EPI_ISL_11832250	Denmark	BA.2
EPI_ISL_9359796	Denmark	BA.2
EPI_ISL_10016139	Denmark	BA.2
